,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n.mf 
C27H42O13,573.2552315,27,42,13,0,0,0,0,0,CHO,Protein,574.262508,0.058196502,-1,0,0.024390244,7,-6,-6,77.18888889,572.6151296,0.384870364,-0.592592593,0.481481481,1.555555556,0,0,NA,Protein,Protein,Other,77.18888889,-146.2566795,0.033267161,0.030179902,2084.1,-3948.930347,2
C27H42O9,509.2755137,27,42,9,0,0,0,0,0,CHO,Protein,510.2827901,0.181854336,-1,0,0.111111111,7,-2,-2,85.63333333,508.7068521,0.293147905,-0.888888889,0.333333333,1.555555556,0,0,NA,Protein,Protein,Other,85.63333333,-149.6504109,0.029451145,0.026794432,2312.1,-4040.561093,2
C27H43O10P,557.2522397,27,43,10,0,0,0,1,0,CHOP,Protein,558.2595162,-0.236540325,-1,0,0.047619048,7,-3,-4,89.85555556,556.6300069,0.369993134,-1.037037037,0.37037037,1.592592593,0,0.037037037,0,Protein,Protein,Lipid,89.85555556,-154.3068205,0.027694379,0.024903853,2426.1,-4166.284154,1
C27H43O11P,573.247282,27,43,11,0,0,0,1,0,CHOP,Protein,574.2545584,-0.452259527,-1,0,0.024390244,7,-4,-5,87.74444444,572.6071889,0.392811058,-0.962962963,0.407407407,1.592592593,0,0.037037037,0,Protein,Protein,Lipid,87.74444444,-153.4583877,0.028561002,0.025670048,2369.1,-4143.376467,1
C27H43O12N,572.2713403,27,43,12,1,0,0,0,0,CHON,Protein,573.2786168,-0.158603618,-1,0,0,7,-5,-6,77.18888889,571.632337,0.367662983,-0.592592593,0.444444444,1.592592593,0.037037037,0,NA,Protein,Protein,Other,77.18888889,-144.7769075,0.033267161,0.030369392,2084.1,-3908.976503,1
C27H43O13N,588.2659903,27,43,13,1,0,0,0,0,CHON,Protein,589.2732667,0.29482992,-1,0,0,7,-6,-7,75.07777778,587.6091272,0.39087279,-0.518518519,0.481481481,1.592592593,0.037037037,0,NA,Protein,Protein,Other,75.07777778,-143.9284747,0.034290604,0.031277759,2027.1,-3886.068817,1
C27H43O13P,605.2370242,27,43,13,0,0,0,1,0,CHOP,Protein,606.2443007,-0.284836962,-1,0,0,7,-6,-7,83.52222222,604.5612111,0.438788877,-0.814814815,0.481481481,1.592592593,0,0.037037037,0,Protein,Protein,Lipid,83.52222222,-151.761522,0.030365778,0.027260747,2255.1,-4097.561093,1
C27H43O4P,461.282705,27,43,4,0,0,0,1,0,CHOP,Lipid,462.2899815,-0.184111579,2,0.090909091,0.166666667,7,3,2,102.5222222,460.7676326,0.232367365,-1.481481481,0.148148148,1.592592593,0,0.037037037,0,Lipid,Lipid,Lipid,102.5222222,-159.3974176,0.022940182,0.020673024,2768.1,-4303.730274,1
C27H43O5P,477.2776473,27,43,5,0,0,0,1,0,CHOP,Lipid,478.2849238,-0.235756764,3,0.047619048,0.14893617,7,2,1,100.4111111,476.7447148,0.255285192,-1.407407407,0.185185185,1.592592593,0,0.037037037,0,Lipid,Lipid,Lipid,100.4111111,-158.5489847,0.023683451,0.021337563,2711.1,-4280.822587,1
C27H43O6P,493.2724657,27,43,6,0,0,0,1,0,CHOP,Lipid,494.2797422,-0.033438445,2,0,0.130434783,7,1,0,98.3,492.7216732,0.278326758,-1.333333333,0.222222222,1.592592593,0,0.037037037,0,Lipid,Lipid,Lipid,98.3,-157.7005519,0.024445373,0.022017586,2654.1,-4257.9149,1
C27H43O7P,509.2675212,27,43,7,0,0,0,1,0,CHOP,Lipid,510.2747977,-0.308586365,-1,0,0.111111111,7,0,-1,96.18888889,508.6988686,0.301131422,-1.259259259,0.259259259,1.592592593,0,0.037037037,0,Lipid,Lipid,Lipid,96.18888889,-156.852119,0.025226659,0.022713638,2597.1,-4235.007214,1
C27H43O9P,541.2573331,27,43,9,0,0,0,1,0,CHOP,Protein,542.2646095,-0.258280093,-1,0,0.069767442,7,-2,-3,91.96666667,540.6529603,0.347039695,-1.111111111,0.333333333,1.592592593,0,0.037037037,0,Protein,Protein,Lipid,91.96666667,-155.1552533,0.026850355,0.024156156,2483.1,-4189.19184,1
C27H44O10,527.28601,27,44,10,0,0,0,0,0,CHO,Protein,528.2932864,0.305129985,-1,0,0.045454545,6,-4,-4,85.63333333,526.6972377,0.302762301,-0.888888889,0.37037037,1.62962963,0,0,NA,Protein,Protein,Other,85.63333333,-149.6504109,0.029451145,0.026794432,2312.1,-4040.561093,2
C27H44O11,543.2808575,27,44,11,0,0,0,0,0,CHO,Protein,544.288134,0.419447385,-1,0,0.023255814,6,-5,-5,83.52222222,542.6742252,0.325774771,-0.814814815,0.407407407,1.62962963,0,0,NA,Protein,Protein,Other,83.52222222,-148.801978,0.030365778,0.027608421,2255.1,-4017.653407,2
C27H44O12,559.2762253,27,44,12,0,0,0,0,0,CHO,Protein,560.2835018,-0.40143231,-1,0,0,6,-6,-6,81.41111111,558.6517325,0.348267503,-0.740740741,0.444444444,1.62962963,0,0,NA,Protein,Protein,Other,81.41111111,-147.9535452,0.031305927,0.028443437,2198.1,-3994.74572,1
C27H44O13,575.2705549,27,44,13,0,0,0,0,0,CHO,Protein,576.2778313,0.624967723,-1,0,0,6,-7,-7,79.3,574.6282026,0.371797363,-0.666666667,0.481481481,1.62962963,0,0,NA,Protein,Protein,Other,79.3,-147.1051123,0.032272673,0.029300308,2141.1,-3971.838033,3
C27H44O8,495.2961414,27,44,8,0,0,0,0,0,CHO,Lipid,496.3034179,0.404022349,2,0,0.086956522,6,-2,-2,89.85555556,494.7430893,0.256910692,-1.037037037,0.296296296,1.62962963,0,0,NA,Lipid,Lipid,Other,89.85555556,-151.3472766,0.027694379,0.025226442,2426.1,-4086.376467,2
C27H44O9,511.2911339,27,44,9,0,0,0,0,0,CHO,Protein,512.2984103,0.239458543,-1,0,0.066666667,6,-3,-3,87.74444444,510.7202216,0.279778378,-0.962962963,0.333333333,1.62962963,0,0,NA,Protein,Protein,Other,87.74444444,-150.4988437,0.028561002,0.026000688,2369.1,-4063.46878,2
C27H45O10P,559.2677037,27,45,10,0,0,0,1,0,CHOP,Protein,560.2749802,0.096381705,-1,0,0,6,-4,-5,91.96666667,558.6432204,0.356779606,-1.111111111,0.37037037,1.666666667,0,0.037037037,0,Protein,Protein,Lipid,91.96666667,-155.1552533,0.026850355,0.024156156,2483.1,-4189.19184,1
C27H45O13P,607.2524691,27,45,13,0,0,0,1,0,CHOP,Protein,608.2597456,0.053335616,-1,0,0,6,-7,-8,85.63333333,606.5744056,0.425594399,-0.888888889,0.481481481,1.666666667,0,0.037037037,0,Protein,Protein,Lipid,85.63333333,-152.6099548,0.029451145,0.026455436,2312.1,-4120.46878,1
C27H45O14N,606.2763377,27,45,14,1,0,0,0,0,CHON,Protein,607.2836142,0.643818346,-1,0,0,6,-8,-9,75.07777778,605.5993641,0.400635863,-0.518518519,0.518518519,1.666666667,0.037037037,0,NA,Protein,Protein,Other,75.07777778,-143.9284747,0.034290604,0.031277759,2027.1,-3886.068817,1
C27H45O6S2P,559.2320564,27,45,6,0,0,2,1,0,CHOSP,Lipid,560.2393328,0.328826045,-1,0,0,6,0,-3,96.18888889,558.6076129,0.392387131,-1.259259259,0.222222222,1.666666667,0,0.037037037,0,Lipid,Lipid,Lipid,96.18888889,-159.811663,0.025226659,0.0224165,2597.1,-4314.9149,2
C27H46O10,529.3017656,27,46,10,0,0,0,0,0,CHO,Protein,530.309042,0.104963109,-1,0,0,5,-5,-5,87.74444444,528.7107425,0.289257512,-0.962962963,0.37037037,1.703703704,0,0,NA,Protein,Protein,Other,87.74444444,-150.4988437,0.028561002,0.026000688,2369.1,-4063.46878,2
C27H46O11,545.2967065,27,46,11,0,0,0,0,0,CHO,Protein,546.303983,0.053645051,-1,0,0,5,-6,-6,85.63333333,544.6878234,0.312176628,-0.888888889,0.407407407,1.703703704,0,0,NA,Protein,Protein,Other,85.63333333,-149.6504109,0.029451145,0.026794432,2312.1,-4040.561093,2
C27H46O4S,465.3043378,27,46,4,0,0,1,0,0,CHOS,Lipid,466.3116143,0.142286529,3,0,0.083333333,5,1,0,98.3,464.7847749,0.215225142,-1.333333333,0.148148148,1.703703704,0,0,NA,Lipid,Lipid,Other,98.3,-156.2207799,0.024445373,0.0221638,2654.1,-4217.961057,1
C27H46O8,497.3118372,27,46,8,0,0,0,0,0,CHO,Lipid,498.3191137,0.310562216,2,0,0.043478261,5,-3,-3,91.96666667,496.7565344,0.243465613,-1.111111111,0.296296296,1.703703704,0,0,NA,Lipid,Lipid,Other,91.96666667,-152.1957094,0.026850355,0.024470983,2483.1,-4109.284154,2
C27H46O9,513.3068739,27,46,9,0,0,0,0,0,CHO,Protein,514.3141504,0.063544721,-1,0,0.022222222,5,-4,-4,89.85555556,512.7337109,0.266289114,-1.037037037,0.333333333,1.703703704,0,0,NA,Protein,Protein,Other,89.85555556,-151.3472766,0.027694379,0.025226442,2426.1,-4086.376467,2
C27H47O10P,561.2834147,27,47,10,0,0,0,1,0,CHOP,Protein,562.2906911,-0.012270301,-1,0,0,5,-5,-6,94.07777778,560.6566806,0.343319403,-1.185185185,0.37037037,1.740740741,0,0.037037037,0,Protein,Protein,Lipid,94.07777778,-156.0036862,0.026028058,0.023426294,2540.1,-4212.099527,1
C27H47O11P,577.2785981,27,47,11,0,0,0,1,0,CHOP,Protein,578.2858745,-0.476685906,-1,0,0,5,-6,-7,91.96666667,576.6340036,0.365996384,-1.111111111,0.407407407,1.740740741,0,0.037037037,0,Protein,Protein,Lipid,91.96666667,-155.1552533,0.026850355,0.024156156,2483.1,-4189.19184,1
C27H47O12P,593.2732739,27,47,12,0,0,0,1,0,CHOP,Protein,594.2805504,-0.062042675,-1,0,0,5,-7,-8,89.85555556,592.6108197,0.38918035,-1.037037037,0.444444444,1.740740741,0,0.037037037,0,Protein,Protein,Lipid,89.85555556,-154.3068205,0.027694379,0.024903853,2426.1,-4166.284154,1
C27H47O9P,545.2886457,27,47,9,0,0,0,1,0,CHOP,Protein,546.2959221,-0.27918752,-1,0,0,5,-4,-5,96.18888889,544.6797715,0.320228503,-1.259259259,0.333333333,1.740740741,0,0.037037037,0,Protein,Protein,Lipid,96.18888889,-156.852119,0.025226659,0.022713638,2597.1,-4235.007214,1
C27H48O10,531.3173436,27,48,10,0,0,0,0,0,CHO,Protein,532.3246201,0.239859028,-1,0,0,4,-6,-6,89.85555556,530.7240699,0.27593008,-1.037037037,0.37037037,1.777777778,0,0,NA,Protein,Protein,Other,89.85555556,-151.3472766,0.027694379,0.025226442,2426.1,-4086.376467,2
C27H48O7,483.3325242,27,48,7,0,0,0,0,0,CHO,Lipid,484.3398007,0.419593105,1,0,0.021276596,4,-3,-3,96.18888889,482.7928308,0.207169211,-1.259259259,0.259259259,1.777777778,0,0,NA,Lipid,Lipid,Other,96.18888889,-153.8925751,0.025226659,0.023013761,2597.1,-4155.099527,2
C27H48O8,499.3274236,27,48,8,0,0,0,0,0,CHO,Lipid,500.3347,0.436690732,-1,0,0,4,-4,-4,94.07777778,498.7698701,0.230129903,-1.185185185,0.296296296,1.777777778,0,0,NA,Lipid,Lipid,Other,94.07777778,-153.0441422,0.026028058,0.023733638,2540.1,-4132.19184,2
C27H48O9,515.3225486,27,48,9,0,0,0,0,0,CHO,Protein,516.3298251,0.01565734,-1,0,0,4,-5,-5,91.96666667,514.7471348,0.252865173,-1.111111111,0.333333333,1.777777778,0,0,NA,Protein,Protein,Other,91.96666667,-152.1957094,0.026850355,0.024470983,2483.1,-4109.284154,2
C27H49O10P,563.2993251,27,49,10,0,0,0,1,0,CHOP,Protein,564.3066016,-0.473631877,-1,0,0,4,-6,-7,96.18888889,562.6703401,0.329659948,-1.259259259,0.37037037,1.814814815,0,0.037037037,0,Protein,Protein,Lipid,96.18888889,-156.852119,0.025226659,0.022713638,2597.1,-4235.007214,1
C27H49O11P,579.294224,27,49,11,0,0,0,1,0,CHOP,Protein,580.3015005,-0.433448501,-1,0,0,4,-7,-8,94.07777778,578.6473789,0.352621116,-1.185185185,0.407407407,1.814814815,0,0.037037037,0,Protein,Protein,Lipid,94.07777778,-156.0036862,0.026028058,0.023426294,2540.1,-4212.099527,1
C27H49O9P,547.3041247,27,49,9,0,0,0,1,0,CHOP,Protein,548.3114011,0.033832117,-1,0,0,4,-5,-6,98.3,546.693,0.307000011,-1.333333333,0.333333333,1.814814815,0,0.037037037,0,Protein,Protein,Lipid,98.3,-157.7005519,0.024445373,0.022017586,2654.1,-4257.9149,1
C27H50O8,501.3430629,27,50,8,0,0,0,0,0,CHO,Lipid,502.3503393,0.456336498,-1,0,0,3,-5,-5,96.18888889,500.7832587,0.216741269,-1.259259259,0.296296296,1.851851852,0,0,NA,Lipid,Lipid,Other,96.18888889,-153.8925751,0.025226659,0.023013761,2597.1,-4155.099527,2
C27H51O10P,565.3148683,27,51,10,0,0,0,1,0,CHOP,Protein,566.3221448,-0.283307272,-1,0,0,3,-7,-8,98.3,564.6836327,0.316367288,-1.333333333,0.37037037,1.888888889,0,0.037037037,0,Protein,Protein,Lipid,98.3,-157.7005519,0.024445373,0.022017586,2654.1,-4257.9149,1
C27H51O11P,581.3095918,27,51,11,0,0,0,1,0,CHOP,Protein,582.3168683,0.05270792,-1,0,0,3,-8,-9,96.18888889,580.6604963,0.339503653,-1.259259259,0.407407407,1.888888889,0,0.037037037,0,Protein,Protein,Lipid,96.18888889,-156.852119,0.025226659,0.022713638,2597.1,-4235.007214,1
C27H55O4N2P,501.3827659,27,55,4,2,0,0,1,0,CHONP,Lipid,502.3900423,-0.194202616,-1,0,0,2,-2,-5,108.8555556,500.8229174,0.177082603,-1.703703704,0.148148148,2.037037037,0.074074074,0.037037037,2,Lipid,Lipid,Lipid,108.8555556,-158.9831721,0.020815686,0.01902889,2939.1,-4292.545647,1
C27H55O5P,489.3715529,27,55,5,0,0,0,1,0,CHOP,Lipid,490.3788294,-0.240655979,3,0,0,1,-4,-5,113.0777778,488.8251163,0.174883716,-1.851851852,0.185185185,2.037037037,0,0.037037037,0,Lipid,Lipid,Lipid,113.0777778,-163.6395818,0.019481041,0.017565059,3053.1,-4418.268707,1
C27H57O3P,459.3974343,27,57,3,0,0,0,1,0,CHOP,Lipid,460.4047108,-0.387820288,1,0,0,0,-3,-4,119.4111111,458.884467,0.115532986,-2.074074074,0.111111111,2.111111111,0,0.037037037,0,Lipid,Lipid;Unsat Hydrocarbon,Lipid,119.4111111,-166.1848803,0.017590674,0.015855934,3224.1,-4486.991768,1
C27H57O4P,475.3922351,27,57,4,0,0,0,1,0,CHOP,Lipid,476.3995116,-0.135882826,2,0,0,0,-4,-5,117.3,474.8614079,0.138592121,-2,0.148148148,2.111111111,0,0.037037037,0,Lipid,Lipid,Lipid,117.3,-165.3364474,0.018206588,0.016413628,3167.1,-4464.084081,1
C27H9ON4P,435.044105,27,9,1,4,0,0,1,0,CHONP,ConHC,436.0513815,0.03655316,5,0.952380952,0.953488372,26,25,20,60.3,434.5583309,0.441669098,0,0.037037037,0.333333333,0.148148148,0.037037037,4,Other,Cond Hydrocarbon,Other,60.3,-136.5096728,0.042850476,0.036780091,1628.1,-3685.761166,1
C28H10O13S,584.9764233,28,10,13,0,0,1,0,0,CHOS,ConHC,585.9836998,0.872543845,-1,0.714285714,0.804878049,24,11,10,41.97857143,584.3232334,0.676766565,0.642857143,0.464285714,0.357142857,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,41.97857143,-133.5329547,0.044440234,0.038250847,1175.4,-3738.922733,2
C28H12O12S,570.9974891,28,12,12,0,0,1,0,0,CHOS,ConHC,572.0047655,0.316451546,-1,0.666666667,0.761904762,23,11,10,46.05,570.3599082,0.640091836,0.5,0.428571429,0.428571429,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other,46.05,-135.1692181,0.043135721,0.037447106,1289.4,-3784.738106,1
C28H13O4N4P,499.0599371,28,13,4,4,0,0,1,0,CHONP,ConHC,500.0672136,0.455580909,-1,0.842105263,0.857142857,25,21,16,58.26428571,498.5026824,0.497317636,0.071428571,0.142857143,0.464285714,0.142857143,0.035714286,4,Cond Hydrocarbon,Cond Hydrocarbon,Other,58.26428571,-135.7972392,0.041509029,0.03583331,1631.4,-3802.322696,1
C28H14ON3SP,470.0521105,28,14,1,3,0,1,1,0,CHONSP,ConHC,471.059387,0.280833859,6,0.818181818,0.822222222,24,23,18,66.40714286,469.5272461,0.472753855,-0.214285714,0.035714286,0.5,0.107142857,0.035714286,3,Other,Cond Hydrocarbon,Phytochemical,66.40714286,-141.9236118,0.040043065,0.033810076,1859.4,-3973.86113,1
C28H22ONP,418.1364914,28,22,1,1,0,0,1,0,CHONP,ConHC,419.1437679,0.317253842,4,0.64,0.647058824,19,18,16,82.69285714,417.6695965,0.33040354,-0.785714286,0.035714286,0.785714286,0.035714286,0.035714286,1,Other,Cond Hydrocarbon,Phytochemical,82.69285714,-149.8955881,0.029634449,0.026772543,2315.4,-4197.076467,2
C28H23O13P,597.0803549,28,23,13,0,0,0,1,0,CHOP,Lignin,598.0876314,-0.006791564,-1,0.285714286,0.512195122,18,5,4,62.33571429,596.4136497,0.586350328,-0.071428571,0.464285714,0.821428571,0,0.035714286,0,Lignin,Lignin,Phytochemical,62.33571429,-143.1411944,0.041121103,0.034218139,1745.4,-4007.953443,1
C28H24O5,439.1553158,28,24,5,0,0,0,0,0,CHO,Lignin,440.1625922,-0.496070135,4,0.52173913,0.568627451,17,12,12,74.55,438.664951,0.335048983,-0.5,0.178571429,0.857142857,0,0,NA,Other,Lignin,Other,74.55,-145.1961385,0.033317168,0.030194436,2087.4,-4065.491877,1
C28H25O11SP,599.0778381,28,25,11,0,0,1,1,0,CHOSP,Lignin,600.0851146,0.673661095,-1,0.266666667,0.463414634,17,6,4,66.40714286,598.4089025,0.591097541,-0.214285714,0.392857143,0.892857143,0,0.035714286,0,Lignin,Lignin,Phytochemical,66.40714286,-146.2043807,0.040043065,0.033208859,1859.4,-4093.72266,2
C28H25O2N2S2P,515.1021832,28,25,2,2,0,2,1,0,CHONSP,UnsatHC,516.1094597,0.089651731,-1,0.523809524,0.545454545,18,16,11,76.58571429,514.5270155,0.472984489,-0.571428571,0.071428571,0.892857143,0.071428571,0.035714286,2,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,76.58571429,-148.8681161,0.032358116,0.028996367,2144.4,-4168.30725,1
C28H25OP,407.1572341,28,25,1,0,0,0,1,0,CHOP,UnsatHC,408.1645105,-0.511084967,2,0.576923077,0.58490566,17,16,15,88.8,406.7025987,0.29740133,-1,0.035714286,0.892857143,0,0.035714286,0,Other,Unsat Hydrocarbon,Phytochemical,88.8,-153.7769061,0.027120352,0.024392765,2486.4,-4305.75337,1
C28H26O5,441.1709284,28,26,5,0,0,0,0,0,CHO,Lignin,442.1782049,-0.409209923,4,0.47826087,0.529411765,16,11,11,76.58571429,440.678313,0.321686978,-0.571428571,0.178571429,0.928571429,0,0,NA,Other,Lignin,Other,76.58571429,-146.0142701,0.032358116,0.029348532,2144.4,-4088.399563,1
C28H29O2P,427.1835837,28,29,2,0,0,0,1,0,CHOP,UnsatHC,428.1908602,-0.802153575,2,0.48,0.5,15,13,12,90.83571429,426.7065867,0.293413313,-1.071428571,0.071428571,1.035714286,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,90.83571429,-154.5950378,0.026324763,0.023688434,2543.4,-4328.661057,1
C28H29O3P,443.1783373,28,29,3,0,0,0,1,0,CHOP,UnsatHC,444.1856138,-0.410774647,3,0.458333333,0.490196078,15,12,11,88.8,442.6834804,0.31651959,-1,0.107142857,1.035714286,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,88.8,-153.7769061,0.027120352,0.024392765,2486.4,-4305.75337,1
C28H29O4P,459.1733188,28,29,4,0,0,0,1,0,CHOP,Lignin,460.1805953,-0.541837252,3,0.434782609,0.48,15,11,10,86.76428571,458.6606018,0.339398224,-0.928571429,0.142857143,1.035714286,0,0.035714286,0,Unsat Hydrocarbon,Lignin,Phytochemical,86.76428571,-152.9587744,0.027936611,0.025113999,2429.4,-4282.845684,1
C28H30O2NP,442.1938902,28,30,2,1,0,0,1,0,CHONP,UnsatHC,443.2011666,0.562044556,2,0.458333333,0.48,15,13,11,88.8,441.7001325,0.299867491,-1,0.071428571,1.071428571,0.035714286,0.035714286,1,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,88.8,-152.3499831,0.027120352,0.024544244,2486.4,-4265.799527,2
C28H30O3,413.2124232,28,30,3,0,0,0,0,0,CHO,UnsatHC,414.2196997,-0.494632228,3,0.44,0.471698113,14,11,11,84.72857143,412.7510266,0.248973434,-0.857142857,0.107142857,1.071428571,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,84.72857143,-149.2867968,0.028774357,0.026171448,2372.4,-4180.03031,1
C28H30O3NP,458.1891696,28,30,3,1,0,0,1,0,CHONP,UnsatHC,459.1964461,-0.252105041,3,0.434782609,0.469387755,15,12,10,86.76428571,457.6775515,0.322448477,-0.928571429,0.107142857,1.071428571,0.035714286,0.035714286,1,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,86.76428571,-151.5318514,0.027936611,0.02526914,2429.4,-4242.89184,1
C28H30O4NP,474.1839654,28,30,4,1,0,0,1,0,CHONP,Lignin,475.1912419,0.006516183,4,0.409090909,0.458333333,15,11,9,84.72857143,473.6544874,0.345512649,-0.857142857,0.142857143,1.071428571,0.035714286,0.035714286,1,Unsat Hydrocarbon,Lignin,Phytochemical,84.72857143,-150.7137198,0.028774357,0.026011689,2372.4,-4219.984154,2
C28H31O2P,429.1990848,28,31,2,0,0,0,1,0,CHOP,UnsatHC,430.2063613,-0.452245189,3,0.44,0.461538462,14,12,11,92.87142857,428.7198373,0.280162691,-1.142857143,0.071428571,1.107142857,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,92.87142857,-155.4131694,0.025549069,0.023000418,2600.4,-4351.568744,1
C28H31O3P,445.1940666,28,31,3,0,0,0,1,0,CHOP,UnsatHC,446.2013431,-0.586466953,1,0.416666667,0.450980392,14,11,10,90.83571429,444.6969589,0.303041085,-1.071428571,0.107142857,1.107142857,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,90.83571429,-154.5950378,0.026324763,0.023688434,2543.4,-4328.661057,1
C28H31O4P,461.1889708,28,31,4,0,0,0,1,0,CHOP,Lignin,462.1962473,-0.543667913,3,0.391304348,0.44,14,10,9,88.8,460.6740031,0.325996917,-1,0.142857143,1.107142857,0,0.035714286,0,Unsat Hydrocarbon,Lignin,Phytochemical,88.8,-153.7769061,0.027120352,0.024392765,2486.4,-4305.75337,1
C28H31OP,413.2041017,28,31,1,0,0,0,1,0,CHOP,UnsatHC,414.2113781,-0.304189829,3,0.461538462,0.471698113,14,13,12,94.90714286,412.7427143,0.257285732,-1.214285714,0.035714286,1.107142857,0,0.035714286,0,Other,Unsat Hydrocarbon,Phytochemical,94.90714286,-156.2313011,0.024792533,0.022328157,2657.4,-4374.476431,1
C28H32O2NP,444.2099819,28,32,2,1,0,0,1,0,CHONP,UnsatHC,445.2172584,-0.432633793,3,0.416666667,0.44,14,12,10,90.83571429,443.7139731,0.286026898,-1.071428571,0.071428571,1.142857143,0.035714286,0.035714286,1,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,90.83571429,-153.1681148,0.026324763,0.023836379,2543.4,-4288.707214,1
C28H32O3NP,460.2047692,28,32,3,1,0,0,1,0,CHONP,UnsatHC,461.2120457,-0.141552342,3,0.391304348,0.428571429,14,11,9,88.8,459.6909005,0.309099529,-1,0.107142857,1.142857143,0.035714286,0.035714286,1,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,88.8,-152.3499831,0.027120352,0.024544244,2486.4,-4265.799527,1
C28H32O3S,447.199895,28,32,3,0,0,1,0,0,CHOS,UnsatHC,448.2071714,0.098489742,5,0.375,0.411764706,13,10,9,84.72857143,446.7005476,0.299452425,-0.857142857,0.107142857,1.142857143,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,84.72857143,-150.7137198,0.028774357,0.026011689,2372.4,-4219.984154,1
C28H33O2P,431.2147537,28,33,2,0,0,0,1,0,CHOP,UnsatHC,432.2220301,-0.493545628,3,0.4,0.423076923,13,11,10,94.90714286,430.7332554,0.266744578,-1.214285714,0.071428571,1.178571429,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,94.90714286,-156.2313011,0.024792533,0.022328157,2657.4,-4374.476431,1
C28H33O2SP,463.1865864,28,33,2,0,0,1,1,0,CHOSP,UnsatHC,464.1938629,0.053029524,6,0.375,0.4,13,11,9,92.87142857,462.6693881,0.33061186,-1.142857143,0.071428571,1.178571429,0,0.035714286,0,Unsat Hydrocarbon,Unsat Hydrocarbon,Phytochemical,92.87142857,-156.8400924,0.025549069,0.022856592,2600.4,-4391.522587,2
C28H33O4N,446.2335396,28,33,4,1,0,0,0,0,CHON,Lignin,447.2408161,0.318556574,2,0.347826087,0.4,13,9,8,82.69285714,445.7352713,0.264728742,-0.785714286,0.142857143,1.178571429,0.035714286,0,NA,Unsat Hydrocarbon,Lignin,Other,82.69285714,-147.0417421,0.029634449,0.027100858,2315.4,-4117.16878,1
C28H33OP,415.219815,28,33,1,0,0,0,1,0,CHOP,UnsatHC,416.2270914,-0.454645369,3,0.423076923,0.433962264,13,12,11,96.94285714,414.7561768,0.243823195,-1.285714286,0.035714286,1.178571429,0,0.035714286,0,Other,Unsat Hydrocarbon,Phytochemical,96.94285714,-157.0494328,0.024054454,0.021671116,2714.4,-4397.384117,1
C28H34O11,545.2028931,28,34,11,0,0,0,0,0,CHO,Lignin,546.2101696,-0.105487791,-1,0.058823529,0.288888889,12,1,1,72.51428571,544.5941147,0.405885335,-0.428571429,0.392857143,1.214285714,0,0,NA,Lignin,Lignin,Other,72.51428571,-144.3780068,0.034303631,0.031062625,2030.4,-4042.58419,1
C28H34O2S,433.2208714,28,34,2,0,0,1,0,0,CHOS,UnsatHC,434.2281478,-0.453269915,2,0.36,0.384615385,12,10,9,88.8,432.7371331,0.262866914,-1,0.071428571,1.214285714,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other,88.8,-152.3499831,0.027120352,0.024544244,2486.4,-4265.799527,1
C28H40O12,567.2446704,28,40,12,0,0,0,0,0,CHO,Lignin,568.2519468,0.052660685,-1,0,0.136363636,9,-3,-3,76.58571429,566.6112799,0.388720109,-0.571428571,0.428571429,1.428571429,0,0,NA,Lignin,Lignin,Other,76.58571429,-146.0142701,0.032358116,0.029348532,2144.4,-4088.399563,2
C28H40O13,583.2395225,28,40,13,0,0,0,0,0,CHO,Lignin,584.2467989,0.158243203,-1,0,0.11627907,9,-4,-4,74.55,582.588272,0.41172801,-0.5,0.464285714,1.428571429,0,0,NA,Lignin,Lignin,Other,74.55,-145.1961385,0.033317168,0.030194436,2087.4,-4065.491877,2
C28H41O7P,519.251935,28,41,7,0,0,0,1,0,CHOP,Lignin,520.2592115,-0.425377159,-1,0.05,0.191489362,9,2,1,92.87142857,518.6721337,0.327866329,-1.142857143,0.25,1.464285714,0,0.035714286,0,Other,Lignin,Lipid,92.87142857,-155.4131694,0.025549069,0.023000418,2600.4,-4351.568744,1
