"","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class","delGcox0PerCmol","delGcoxPerCmol","lamO20","lamO2","delGd0","delGd","n.mf" 
"C11H4O6S2",294.937799,11,4,6,0,0,2,0,0,"CHOS","ConHC",295.9450754,-0.493934462,1,0.666666667,0.833333333,10,4,2,29.20909091,294.6084688,0.39153123,1.090909091,0.545454545,0.363636364,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",29.2090909090909,-134.238450089546,0.124819574605443,0.100326942811239,321.3,-1476.62295098501,1
"C11H6O13N3P",417.9564352,11,6,13,3,0,0,1,0,"CHONP","Other",418.9637117,0.267673268,2,0,1,11,-2,-6,-1.881818182,417.4897413,0.510258696,2.181818182,1.181818182,0.545454545,0.272727273,0.090909091,3,"Other","Other","Other",-1.88181818181818,-110.846845514243,0.163045119210475,0.122316965816428,-20.7,-1219.31530065667,1
"C11H6O6",233.0091463,11,6,6,0,0,0,0,0,"CHO","ConHC",234.0164228,0.064651046,1,0.6,0.75,9,3,3,44.75454545,232.7489662,0.251033765,0.545454545,0.545454545,0.545454545,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",44.7545454545455,-133.221665855082,0.110836891659077,0.0966690328941027,492.3,-1465.4383244059,2
"C11H6O7",249.0040636,11,6,7,0,0,0,0,0,"CHO","ConHC",250.0113401,0.049916433,1,0.5,0.733333333,9,2,2,39.57272727,248.7260234,0.273976561,0.727272727,0.636363636,0.545454545,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",39.5727272727273,-131.139148881405,0.11517055314597,0.0993580313711603,435.3,-1442.53063769545,2
"C11H6O8",264.9989861,11,6,8,0,0,0,0,0,"CHO","ConHC",266.0062626,0.017235583,1,0.333333333,0.714285714,9,1,1,34.39090909,264.7030859,0.296914118,0.909090909,0.727272727,0.545454545,0,0,NA,"Other","Cond Hydrocarbon","Other",34.3909090909091,-129.056631907728,0.119822223975215,0.102110631314969,378.3,-1419.62295098501,1
"C11H7O6N",248.0200547,11,7,6,1,0,0,0,0,"CHON","ConHC",249.0273312,0.023094967,1,0.5,0.714285714,9,3,2,39.57272727,247.7431133,0.256886664,0.727272727,0.545454545,0.636363636,0.090909091,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",39.5727272727273,-127.506981303657,0.11517055314597,0.10132753169094,435.3,-1402.57679434023,2
"C11H7O7N",264.0149644,11,7,7,1,0,0,0,0,"CHON","ConHC",265.0222409,0.040403319,1,0.333333333,0.692307692,9,2,1,34.39090909,263.7201629,0.279837058,0.909090909,0.636363636,0.636363636,0.090909091,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",34.3909090909091,-125.424464329981,0.119822223975215,0.104260232354364,378.3,-1379.66910762979,2
"C11H8O4",203.0349506,11,8,4,0,0,0,0,0,"CHO","ConHC",204.0422271,0.155321709,1,0.571428571,0.666666667,8,4,4,60.3,202.8082399,0.191760054,0,0.363636364,0.727272727,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",60.3,-139.469216776112,0.105178442309496,0.0891102386811659,663.3,-1534.16138453723,1
"C11H8O5",219.0298823,11,8,5,0,0,0,0,0,"CHO","ConHC",220.0371587,0.066452689,1,0.5,0.647058824,8,3,3,55.11818182,218.7853116,0.214688445,0.181818182,0.454545455,0.727272727,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",55.1181818181818,-137.386699802435,0.106343644546529,0.091538266121661,606.3,-1511.25369782679,1
"C11H8O6",235.0247912,11,8,6,0,0,0,0,0,"CHO","ConHC",236.0320677,0.085904672,1,0.4,0.625,8,2,2,49.93636364,234.7623605,0.237639535,0.363636364,0.545454545,0.727272727,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",49.9363636363636,-135.304182828758,0.107276497868097,0.0940594038815105,549.3,-1488.34601111634,1
"C11H8O7",251.0197332,11,8,7,0,0,0,0,0,"CHO","ConHC",252.0270096,-0.027910456,1,0.25,0.6,8,1,1,44.75454545,250.7394423,0.260557698,0.545454545,0.636363636,0.727272727,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other",44.7545454545455,-133.221665855082,0.110836891659077,0.0966690328941027,492.3,-1465.4383244059,1
"C11H8O8",267.0146829,11,8,8,0,0,0,0,0,"CHO","ConHC",268.0219594,-0.157180073,1,0,0.571428571,8,0,0,39.57272727,266.7165319,0.283468086,0.727272727,0.727272727,0.727272727,0,0,NA,"Tannin","Cond Hydrocarbon","Other",39.5727272727273,-131.139148881405,0.11517055314597,0.0993580313711603,435.3,-1442.53063769545,1
"C11H8O8S",298.9867348,11,8,8,0,0,1,0,0,"CHOS","ConHC",299.9940113,-0.077953609,2,0,0.5,8,0,-1,34.39090909,298.6528836,0.347116417,0.909090909,0.727272727,0.727272727,0,0,NA,"Tannin","Cond Hydrocarbon","Other",34.3909090909091,-132.688799485476,0.119822223975215,0.10000122162808,378.3,-1459.57679434023,1
"C11H8O9",283.0095898,11,8,9,0,0,0,0,0,"CHO","ConHC",284.0168663,-0.121309231,1,0,0.538461538,8,-1,-1,34.39090909,282.6935788,0.306421194,0.909090909,0.818181818,0.727272727,0,0,NA,"Tannin","Cond Hydrocarbon","Other",34.3909090909091,-129.056631907728,0.119822223975215,0.102110631314969,378.3,-1419.62295098501,1
"C11H9O5N",234.0407445,11,9,5,1,0,0,0,0,"CHON","Lignin",235.0480209,0.218942855,1,0.4,0.6,8,3,2,49.93636364,233.7794125,0.22058751,0.363636364,0.454545455,0.818181818,0.090909091,0,NA,"Lignin","Lignin","Other",49.9363636363636,-131.672015251011,0.107276497868097,0.0957305091123383,549.3,-1448.39216776112,1
"C11H9O7N",266.0306266,11,9,7,1,0,0,0,0,"CHON","Lignin",267.0379031,-0.00535968,1,0,0.538461538,8,1,0,39.57272727,265.7335744,0.266425561,0.727272727,0.636363636,0.818181818,0.090909091,0,NA,"Lignin","Lignin","Other",39.5727272727273,-127.506981303657,0.11517055314597,0.10132753169094,435.3,-1402.57679434023,1
"C11H9O8N",282.025533,11,9,8,1,0,0,0,0,"CHON","Tannin",283.0328094,0.02413013,1,0,0.5,8,0,-1,34.39090909,281.7106207,0.289379255,0.909090909,0.727272727,0.818181818,0.090909091,0,NA,"Tannin","Tannin","Other",34.3909090909091,-125.424464329981,0.119822223975215,0.104260232354364,378.3,-1379.66910762979,1
"C12H10O10",313.0201379,12,10,10,0,0,0,0,0,"CHO","Tannin",314.0274143,-0.056645997,1,0,0.428571429,8,-2,-2,36.55,312.6706168,0.329383219,0.833333333,0.833333333,0.833333333,0,0,NA,"Tannin","Tannin","Other",36.55,-129.924347313427,0.108023318897272,0.0925442440299246,438.6,-1559.09216776112,1
"C12H10O11",329.0151141,12,10,11,0,0,0,0,0,"CHO","Tannin",330.0223905,-0.240500229,2,0,0.384615385,8,-3,-3,31.8,328.6477329,0.352267148,1,0.916666667,0.833333333,0,0,NA,"Tannin","Tannin","Other",31.8,-128.01537342089,0.112086282440175,0.0948780082061104,381.6,-1536.18448105068,1
"C12H10O14N3P",449.9827018,12,10,14,3,0,0,1,0,"CHONP","Other",450.9899783,0.133707776,5,0,0,10,-4,-8,8.05,449.4802471,0.519752917,1.833333333,1.166666667,0.833333333,0.25,0.083333333,3,"Other","Other","Other",8.04999999999999,-115.141017011936,0.136873521678721,0.10880506634043,96.5999999999999,-1381.69220414323,1
"C12H10O4",217.0505866,12,10,4,0,0,0,0,0,"CHO","Lignin",218.057863,0.209989084,1,0.5,0.6,8,4,4,65.05,216.8082259,0.191774071,-0.166666667,0.333333333,0.833333333,0,0,NA,"Lignin","Lignin","Other",65.05,-141.378190668649,0.0952986387605994,0.0797657437606463,780.6,-1696.53828802379,2
"C12H10O4S",249.0227066,12,10,4,0,0,1,0,0,"CHOS","Lignin",250.029983,-0.014129166,1,0.428571429,0.555555556,8,4,3,60.3,248.7446456,0.255354414,0,0.333333333,0.833333333,0,0,NA,"Lignin","Lignin","Other",60.3,-142.798703722381,0.0964135721170379,0.0804957021534807,723.6,-1713.58444466857,1
"C12H10O5",233.0455307,12,10,5,0,0,0,0,0,"CHO","Lignin",234.0528072,0.069301392,1,0.428571429,0.578947368,8,3,3,60.3,232.78531,0.214689977,0,0.416666667,0.833333333,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0964135721170378,0.0816843854577354,723.6,-1673.63060131334,2
"C12H10O5N2",261.0516928,12,10,5,2,0,0,0,0,"CHON","Lignin",262.0589693,0.008122535,1,0.4,0.6,9,4,2,46.05,260.7602002,0.239799806,0.5,0.416666667,0.833333333,0.166666667,0,NA,"Lignin","Lignin","Other",46.05,-127.083321205964,0.10065001663891,0.0910118293042535,552.6,-1524.99985447157,1
"C12H10O6",249.0404675,12,10,6,0,0,0,0,0,"CHO","Lignin",250.047744,-0.02371727,1,0.333333333,0.555555556,8,2,2,55.55,248.7623867,0.237613294,0.166666667,0.5,0.833333333,0,0,NA,"Lignin","Lignin","Other",55.55,-137.560242883575,0.0973998642536562,0.083721307666111,666.6,-1650.7229146029,1
"C12H10O6N2",277.046621,12,10,6,2,0,0,0,0,"CHON","Lignin",278.0538975,-0.041012394,1,0.25,0.571428571,9,3,1,41.3,276.7372683,0.262731731,0.666666667,0.5,0.833333333,0.166666667,0,NA,"Lignin","Lignin","Other",41.3,-125.174347313427,0.104217673238267,0.0934908734951054,495.6,-1502.09216776112,1
"C12H10O6S",281.0125726,12,10,6,0,0,1,0,0,"CHOS","Lignin",282.0198491,-0.142931222,1,0.2,0.5,8,2,1,50.8,280.6987914,0.301208563,0.333333333,0.5,0.833333333,0,0,NA,"Lignin","Lignin","Other",50.8,-138.980755937306,0.0982121386855367,0.0844660452190963,609.6,-1667.76907124768,1
"C12H10O7",265.0353938,12,10,7,0,0,0,0,0,"CHO","Lignin",266.0426702,-0.066034995,1,0.2,0.529411765,8,1,1,50.8,264.7394529,0.260547111,0.333333333,0.583333333,0.833333333,0,0,NA,"Lignin","Lignin","Other",50.8,-135.651268991038,0.0982121386855367,0.0858301563037866,609.6,-1627.81522789246,1
"C12H10O7N2",293.0415474,12,10,7,2,0,0,0,0,"CHON","Lignin",294.0488239,-0.078893612,1,0,0.538461538,9,2,0,36.55,292.7143346,0.285665392,0.833333333,0.583333333,0.833333333,0.166666667,0,NA,"Lignin","Lignin","Other",36.55,-123.26537342089,0.108023318897272,0.0960531507787082,438.6,-1479.18448105068,1
"C12H10O7S",297.0074532,12,10,7,0,0,1,0,0,"CHOS","Lignin",298.0147297,-0.02127588,1,0,0.466666667,8,1,0,46.05,296.6758121,0.324187936,0.5,0.583333333,0.833333333,0,0,NA,"Lignin","Lignin","Other",46.05,-137.071782044769,0.10065001663891,0.0865412468715078,552.6,-1644.86138453723,1
"C12H10O8",281.0303339,12,10,8,0,0,0,0,0,"CHO","Tannin",282.0376104,-0.152660218,1,0,0.5,8,0,0,46.05,280.7165329,0.283467095,0.5,0.666666667,0.833333333,0,0,NA,"Tannin","Tannin","Other",46.05,-133.742295098501,0.10065001663891,0.0880080064502443,552.6,-1604.90754118201,1
"C12H10O8N2",309.0364835,12,10,8,2,0,0,0,0,"CHON","Tannin",310.04376,-0.144164056,1,0,0.5,9,1,-1,31.8,308.6914106,0.30858936,1,0.666666667,0.833333333,0.166666667,0,NA,"Tannin","Tannin","Other",31.8,-121.356399528353,0.112086282440175,0.0986886256879478,381.6,-1456.27679434023,1
"C12H10O8S",313.0024017,12,10,8,0,0,1,0,0,"CHOS","Tannin",314.0096782,-0.127975449,2,0,0.428571429,8,0,-1,41.3,312.6529004,0.347099572,0.666666667,0.666666667,0.833333333,0,0,NA,"Tannin","Tannin","Other",41.3,-135.162808152232,0.104217673238267,0.0886677669477755,495.6,-1621.95369782679,1
"C12H10O9",297.025237,12,10,9,0,0,0,0,0,"CHO","Tannin",298.0325134,-0.105729952,1,0,0.466666667,8,-1,-1,41.3,296.6935759,0.306424069,0.666666667,0.75,0.833333333,0,0,NA,"Tannin","Tannin","Other",41.3,-131.833321205964,0.104217673238267,0.0902492128860696,495.6,-1581.99985447157,1
"C12H10O9S",328.997322,12,10,9,0,0,1,0,0,"CHOS","Tannin",330.0045985,-0.138921807,3,0,0.384615385,8,-1,-2,36.55,328.6299606,0.370039361,0.833333333,0.75,0.833333333,0,0,NA,"Tannin","Tannin","Other",36.55,-133.253834259695,0.108023318897272,0.0908341152663849,438.6,-1599.04601111634,1
"C12H11O10N",328.0310487,12,11,10,1,0,0,0,0,"CHON","Tannin",329.0383252,-0.089966944,1,0,0.333333333,8,-2,-3,31.8,327.6647663,0.335233684,1,0.833333333,0.916666667,0.083333333,0,NA,"Tannin","Tannin","Other",31.8,-124.685886474621,0.112086282440175,0.0967663096775191,381.6,-1496.23063769545,1
"C12H11O4N",232.0615087,12,11,4,1,0,0,0,0,"CHON","Lignin",233.0687852,0.097306632,1,0.428571429,0.555555556,8,4,3,60.3,231.8023867,0.197613253,0,0.333333333,0.916666667,0.083333333,0,NA,"Lignin","Lignin","Other",60.3,-136.139729829844,0.0964135721170379,0.0828900101114316,723.6,-1633.67675795812,1
"C12H11O5N",248.0564361,12,11,5,1,0,0,0,0,"CHON","Lignin",249.0637126,0.039774569,1,0.333333333,0.529411765,8,3,2,55.55,247.7794541,0.220545937,0.166666667,0.416666667,0.916666667,0.083333333,0,NA,"Lignin","Lignin","Other",55.55,-134.230755937306,0.0973998642536561,0.0850119379600874,666.6,-1610.76907124768,1
"C12H11O6N",264.0513612,12,11,6,1,0,0,0,0,"CHON","Lignin",265.0586376,-0.002009033,1,0.2,0.5,8,2,1,50.8,263.756519,0.243480952,0.333333333,0.5,0.916666667,0.083333333,0,NA,"Lignin","Lignin","Other",50.8,-132.321782044769,0.0982121386855366,0.0872151100826838,609.6,-1587.86138453723,1
"C12H11O7N",280.0463018,12,11,7,1,0,0,0,0,"CHON","Lignin",281.0535783,-0.094452992,1,0,0.466666667,8,1,0,46.05,279.7335996,0.26640041,0.5,0.583333333,0.916666667,0.083333333,0,NA,"Lignin","Lignin","Other",46.05,-130.412808152232,0.10065001663891,0.0894980148699561,552.6,-1564.95369782679,1
"C12H11O8N",296.0411763,12,11,8,1,0,0,0,0,"CHON","Tannin",297.0484527,0.045757183,1,0,0.428571429,8,0,-1,41.3,295.7106141,0.289385946,0.666666667,0.666666667,0.916666667,0.083333333,0,NA,"Tannin","Tannin","Other",41.3,-128.503834259695,0.104217673238267,0.0918566989009563,495.6,-1542.04601111634,1
"C12H11O9N",312.0361043,12,11,9,1,0,0,0,0,"CHON","Tannin",313.0433808,0.000612911,1,0,0.384615385,8,-1,-2,36.55,311.687682,0.312318003,0.833333333,0.75,0.916666667,0.083333333,0,NA,"Tannin","Tannin","Other",36.55,-126.594860367158,0.108023318897272,0.0942836694221627,438.6,-1519.1383244059,1
"C12H12O10",315.035781,12,12,10,0,0,0,0,0,"CHO","Tannin",316.0430574,-0.034255291,1,0,0.285714286,7,-3,-3,41.3,314.6840092,0.315990802,0.666666667,0.833333333,1,0,0,NA,"Tannin","Tannin","Other",41.3,-131.833321205964,0.104217673238267,0.0902492128860695,495.6,-1581.99985447157,1
"C12H12O11",331.0307044,12,12,11,0,0,0,0,0,"CHO","Tannin",332.0379809,-0.05912603,2,0,0.230769231,7,-4,-4,36.55,330.6610726,0.338927448,0.833333333,0.916666667,1,0,0,NA,"Tannin","Tannin","Other",36.55,-129.924347313427,0.108023318897272,0.0925442440299245,438.6,-1559.09216776112,1
"C12H12O3",203.0713203,12,12,3,0,0,0,0,0,"CHO","Lignin",204.0785968,0.2327487,1,0.444444444,0.523809524,7,4,4,74.55,202.844569,0.155430965,-0.5,0.25,1,0,0,NA,"Other","Lignin","Other",74.55,-145.196138453723,0.0777400596714843,0.0704536837959611,894.6,-1742.35366144468,2
"C12H12O4",219.0662407,12,12,4,0,0,0,0,0,"CHO","Lignin",220.0735172,0.189359693,1,0.375,0.5,7,3,3,69.8,218.8216294,0.178370588,-0.333333333,0.333333333,1,0,0,NA,"Lignin","Lignin","Other",69.8,-143.287164561186,0.0832151198096055,0.0752649964014254,837.6,-1719.44597473423,2
"C12H12O5",235.0611873,12,12,5,0,0,0,0,0,"CHO","Lignin",236.0684637,0.041405448,1,0.285714286,0.473684211,7,2,2,65.05,234.7987158,0.201284167,-0.166666667,0.416666667,1,0,0,NA,"Lignin","Lignin","Other",65.05,-141.378190668649,0.0952986387605994,0.0797657437606462,780.6,-1696.53828802379,1
"C12H12O5N2",263.0673138,12,12,5,2,0,0,0,0,"CHON","Lignin",264.0745902,0.118460981,1,0.2,0.466666667,8,3,1,50.8,262.7735704,0.226429556,0.333333333,0.416666667,1,0.166666667,0,NA,"Lignin","Lignin","Protein",50.8,-128.992295098501,0.0982121386855366,0.0886213879266921,609.6,-1547.90754118201,1
"C12H12O5S",267.03333,12,12,5,0,0,1,0,0,"CHOS","Lignin",268.0406065,-0.232307581,1,0.166666667,0.411764706,7,2,1,60.3,266.7351582,0.264841815,0,0.416666667,1,0,0,NA,"Lignin","Lignin","Other",60.3,-142.798703722381,0.0964135721170378,0.0804957021534807,723.6,-1713.58444466857,1
"C12H12O6",251.0560986,12,12,6,0,0,0,0,0,"CHO","Lignin",252.0633751,0.05158746,1,0.166666667,0.444444444,7,1,1,60.3,250.7757672,0.224232835,0,0.5,1,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0964135721170378,0.0816843854577353,723.6,-1673.63060131334,1
"C12H12O6N2",279.0622836,12,12,6,2,0,0,0,0,"CHON","Lignin",280.0695601,-0.085490015,1,0,0.428571429,8,2,0,46.05,278.7506802,0.249319834,0.5,0.5,1,0.166666667,0,NA,"Lignin","Lignin","Protein",46.05,-127.083321205964,0.10065001663891,0.0910118293042535,552.6,-1524.99985447157,1
"C12H12O6S",283.0282193,12,12,6,0,0,1,0,0,"CHOS","Lignin",284.0354958,-0.13007676,1,0,0.375,7,1,0,55.55,282.7121874,0.287812551,0.166666667,0.5,1,0,0,NA,"Lignin","Lignin","Other",55.55,-140.889729829844,0.0973998642536562,0.0824494348236178,666.6,-1690.67675795812,1
"C12H12O7",267.0510336,12,12,7,0,0,0,0,0,"CHO","Lignin",268.0583101,-0.027435201,1,0,0.411764706,7,0,0,55.55,266.7528421,0.247157943,0.166666667,0.583333333,1,0,0,NA,"Lignin","Lignin","Other",55.55,-137.560242883575,0.0973998642536562,0.083721307666111,666.6,-1650.7229146029,1
"C12H12O7N2",295.0572284,12,12,7,2,0,0,0,0,"CHON","Lignin",296.0645048,-0.18265877,1,0,0.384615385,8,1,-1,41.3,294.7277648,0.272235175,0.666666667,0.583333333,1,0.166666667,0,NA,"Lignin","Lignin","Protein",41.3,-125.174347313427,0.104217673238267,0.0934908734951054,495.6,-1502.09216776112,1
"C12H12O7S",299.0231228,12,12,7,0,0,1,0,0,"CHOS","Lignin",300.0303993,-0.086136195,1,0,0.333333333,7,0,-1,50.8,298.6892309,0.310769084,0.333333333,0.583333333,1,0,0,NA,"Lignin","Lignin","Other",50.8,-138.980755937306,0.0982121386855367,0.0844660452190964,609.6,-1667.76907124768,1
"C12H12O8",283.0459554,12,12,8,0,0,0,0,0,"CHO","Tannin",284.0532318,-0.050943399,1,0,0.375,7,-1,-1,50.8,282.7299037,0.270096277,0.333333333,0.666666667,1,0,0,NA,"Tannin","Tannin","Other",50.8,-135.651268991038,0.0982121386855367,0.0858301563037866,609.6,-1627.81522789246,1
"C12H12O8N2",311.0521121,12,12,8,2,0,0,0,0,"CHON","Tannin",312.0593886,-0.07432601,1,0,0.333333333,8,0,-2,36.55,310.7047885,0.295211468,0.833333333,0.666666667,1,0.166666667,0,NA,"Tannin","Tannin","Other",36.55,-123.26537342089,0.108023318897272,0.0960531507787082,438.6,-1479.18448105068,1
"C12H12O8S",315.0180328,12,12,8,0,0,1,0,0,"CHOS","Tannin",316.0253093,-0.067231833,2,0,0.285714286,7,-1,-2,46.05,314.6662809,0.333719118,0.5,0.666666667,1,0,0,NA,"Tannin","Tannin","Other",46.05,-137.071782044769,0.10065001663891,0.0865412468715078,552.6,-1644.86138453723,1
"C12H12O9",299.0408894,12,12,9,0,0,0,0,0,"CHO","Tannin",300.0481658,-0.112849736,1,0,0.333333333,7,-2,-2,46.05,298.7069776,0.293022351,0.5,0.75,1,0,0,NA,"Tannin","Tannin","Other",46.05,-133.742295098501,0.10065001663891,0.0880080064502443,552.6,-1604.90754118201,1
"C12H12O9S",331.012931,12,12,9,0,0,1,0,0,"CHOS","Tannin",332.0202074,-0.014337218,3,0,0.230769231,7,-2,-3,41.3,330.643319,0.356681028,0.666666667,0.75,1,0,0,NA,"Tannin","Tannin","Other",41.3,-135.162808152232,0.104217673238267,0.0886677669477755,495.6,-1621.95369782679,1
"C12H13O10N",330.0467323,12,13,10,1,0,0,0,0,"CHON","Tannin",331.0540088,-0.190668614,1,0,0.166666667,7,-3,-4,36.55,329.6781992,0.321800832,0.833333333,0.833333333,1.083333333,0.083333333,0,NA,"Tannin","Tannin","Other",36.55,-126.594860367158,0.108023318897272,0.0942836694221626,438.6,-1519.1383244059,1
"C12H13O11N2S2P",454.9626353,12,13,11,2,0,2,1,0,"CHONSP","Tannin",455.9699118,-0.16359005,5,0,0,8,-3,-8,27.05,454.4546199,0.545380057,1.166666667,0.916666667,1.083333333,0.166666667,0.083333333,2,"Tannin","Tannin","Other",27.05,-132.76537342089,0.116426222665659,0.0932250304405878,324.6,-1593.18448105068,1
"C12H13O4N",234.0771258,12,13,4,1,0,0,0,0,"CHON","Lignin",235.0844023,0.236663769,1,0.285714286,0.444444444,7,3,2,65.05,233.8157532,0.184246802,-0.166666667,0.333333333,1.083333333,0.083333333,0,NA,"Lignin","Lignin","Other",65.05,-138.048703722381,0.0952986387605994,0.0834477869137168,780.6,-1656.58444466857,2
"C12H13O5N",250.07209,12,13,5,1,0,0,0,0,"CHON","Lignin",251.0793665,0.024024407,1,0.166666667,0.411764706,7,2,1,60.3,249.7928573,0.207142696,0,0.416666667,1.083333333,0.083333333,0,NA,"Lignin","Lignin","Other",60.3,-136.139729829844,0.0964135721170378,0.0828900101114316,723.6,-1633.67675795812,1
"C12H13O6N",266.0670361,12,13,6,1,0,0,0,0,"CHON","Lignin",267.0743126,-0.095264188,1,0,0.375,7,1,0,55.55,265.7699433,0.230056699,0.166666667,0.5,1.083333333,0.083333333,0,NA,"Lignin","Lignin","Other",55.55,-134.230755937306,0.0973998642536562,0.0850119379600874,666.6,-1610.76907124768,1
"C12H13O8N",298.0568737,12,13,8,1,0,0,0,0,"CHON","Tannin",299.0641501,-0.112804065,1,0,0.285714286,7,-1,-2,46.05,297.7240607,0.2759393,0.5,0.666666667,1.083333333,0.083333333,0,NA,"Tannin","Tannin","Other",46.05,-130.412808152232,0.10065001663891,0.0894980148699561,552.6,-1564.95369782679,1
"C12H13O9N",314.0517902,12,13,9,1,0,0,0,0,"CHON","Tannin",315.0590667,-0.113140464,1,0,0.230769231,7,-2,-3,41.3,313.7011172,0.298882834,0.666666667,0.75,1.083333333,0.083333333,0,NA,"Tannin","Tannin","Other",41.3,-128.503834259695,0.104217673238267,0.0918566989009563,495.6,-1542.04601111634,1
"C12H13O9P",331.0225732,12,13,9,0,0,0,1,0,"CHOP","Tannin",332.0298497,-0.394944174,1,0,0.230769231,7,-2,-3,60.3,330.6529504,0.34704957,0,0.75,1.083333333,0,0.083333333,0,"Tannin","Tannin","Phytochemical",60.3,-146.128190668649,0.0964135721170378,0.0793236056021451,723.6,-1753.53828802379,1
"C12H14O10",317.0514233,12,14,10,0,0,0,0,0,"CHO","Tannin",318.0586997,-0.009656384,1,0,0.142857143,6,-4,-4,46.05,316.6974008,0.302599177,0.5,0.833333333,1.166666667,0,0,NA,"Tannin","Tannin","Other",46.05,-133.742295098501,0.10065001663891,0.0880080064502443,552.6,-1604.90754118201,1
"C12H14O11",333.0463704,12,14,11,0,0,0,0,0,"CHO","Tannin",334.0536469,-0.106569574,2,0,0.076923077,6,-5,-5,41.3,332.6744879,0.325512127,0.666666667,0.916666667,1.166666667,0,0,NA,"Tannin","Tannin","Other",41.3,-131.833321205964,0.104217673238267,0.0902492128860695,495.6,-1581.99985447157,1
"C12H14O3",205.086978,12,14,3,0,0,0,0,0,"CHO","Lignin",206.0942544,0.193525888,1,0.333333333,0.428571429,6,3,3,79.3,204.857976,0.142023988,-0.666666667,0.25,1.166666667,0,0,NA,"Other","Lignin","Other",79.3,-147.10511234626,0.0726135133259755,0.065925692647615,951.6,-1765.26134815512,1
"C12H14O4",221.0818912,12,14,4,0,0,0,0,0,"CHO","Lignin",222.0891677,0.18573588,1,0.25,0.4,6,2,2,74.55,220.8350292,0.164970794,-0.5,0.333333333,1.166666667,0,0,NA,"Lignin","Lignin","Other",74.55,-145.196138453723,0.0777400596714843,0.0704536837959611,894.6,-1742.35366144468,1
"C12H14O4N2",249.0880558,12,14,4,2,0,0,0,0,"CHON","Lignin",250.0953322,0.098780861,1,0.166666667,0.375,7,3,1,60.3,248.8099218,0.190078172,0,0.333333333,1.166666667,0.166666667,0,NA,"Lignin","Lignin","Protein",60.3,-132.810242883575,0.0964135721170379,0.0865824668054066,723.6,-1593.7229146029,2
"C12H14O5",237.0768351,12,14,5,0,0,0,0,0,"CHO","Lignin",238.0841116,0.050167885,1,0.142857143,0.368421053,6,1,1,69.8,236.812113,0.187886963,-0.333333333,0.416666667,1.166666667,0,0,NA,"Lignin","Lignin","Other",69.8,-143.287164561186,0.0832151198096055,0.0752649964014254,837.6,-1719.44597473423,1
"C12H14O5N2",265.0829943,12,14,5,2,0,0,0,0,"CHON","Lignin",266.0902707,0.00311638,1,0,0.333333333,7,2,0,55.55,264.7870002,0.212999765,0.166666667,0.416666667,1.166666667,0.166666667,0,NA,"Lignin","Lignin","Protein",55.55,-130.901268991038,0.0973998642536561,0.0863217437375776,666.6,-1570.81522789246,1
"C12H14O5S",269.0489342,12,14,5,0,0,1,0,0,"CHOS","Lignin",270.0562107,-0.060929201,1,0,0.294117647,6,1,0,65.05,268.7485118,0.251488206,-0.166666667,0.416666667,1.166666667,0,0,NA,"Lignin","Lignin","Other",65.05,-144.707677614918,0.0952986387605994,0.078607017756433,780.6,-1736.49213137901,1
"C12H14O6",253.0717756,12,14,6,0,0,0,0,0,"CHO","Lignin",254.0790521,-0.054807982,1,0,0.333333333,6,0,0,65.05,252.7891934,0.210806565,-0.166666667,0.5,1.166666667,0,0,NA,"Lignin","Lignin","Other",65.05,-141.378190668649,0.0952986387605994,0.0797657437606463,780.6,-1696.53828802379,1
"C12H14O6N2",281.0779309,12,14,6,2,0,0,0,0,"CHON","Lignin",282.0852073,-0.074980409,1,0,0.285714286,7,1,-1,50.8,280.7640767,0.235923252,0.333333333,0.5,1.166666667,0.166666667,0,NA,"Lignin","Lignin","Protein",50.8,-128.992295098501,0.0982121386855367,0.0886213879266921,609.6,-1547.90754118201,1
"C12H14O6S",285.0438689,12,14,6,0,0,1,0,0,"CHOS","Lignin",286.0511454,-0.127524991,1,0,0.25,6,0,-1,60.3,284.7255864,0.274413647,0,0.5,1.166666667,0,0,NA,"Lignin","Lignin","Other",60.3,-142.798703722381,0.0964135721170378,0.0804957021534807,723.6,-1713.58444466857,1
