"","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class","delGcox0PerCmol","delGcoxPerCmol","lamO20","lamO2","delGd0","delGd","n.mf" 
"C27H26O13",557.1302225,27,26,13,0,0,0,0,0,"CHO","Lignin",558.137499,-0.28323774,-1,0.142857143,0.414634146,15,2,2,60.3,556.508126,0.491874043,0,0.481481481,0.962962963,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0428504764964613,0.0363041713145491,1628.1,-3765.66885295503,1
"C27H26O13S2",621.073966,27,26,13,0,0,2,0,0,"CHOS","Lignin",622.0812424,0.385579511,-1,0,0.351351351,15,2,0,56.07777778,620.3804692,0.619530766,0.148148148,0.481481481,0.962962963,0,0,NA,"Lignin","Lignin","Other",56.0777777777778,-140.731895046096,0.0432435277512856,0.0366082377155033,1514.1,-3799.76116624458,1
"C27H26O14",573.1250609,27,26,14,0,0,0,0,0,"CHO","Lignin",574.1323374,-0.142538991,-1,0.076923077,0.4,15,1,1,58.18888889,572.4851044,0.51489565,0.074074074,0.518518519,0.962962963,0,0,NA,"Lignin","Lignin","Other",58.1888888888889,-138.620783934984,0.0430534381569327,0.0367025345352209,1571.1,-3742.76116624458,1
"C27H26O15",589.119725,27,26,15,0,0,0,0,0,"CHO","Lignin",590.1270014,0.285920287,-1,0,0.384615385,15,0,0,56.07777778,588.4619086,0.538091378,0.148148148,0.555555556,0.962962963,0,0,NA,"Lignin","Lignin","Other",56.0777777777778,-137.772351093857,0.0432435277512856,0.0371072881657167,1514.1,-3719.85347953414,2
"C27H26O16",605.1149751,27,26,16,0,0,0,0,0,"CHO","Lignin",606.1222516,-0.275129953,-1,0,0.368421053,15,-1,-1,53.96666667,604.4392983,0.560701703,0.222222222,0.592592593,0.962962963,0,0,NA,"Lignin","Lignin","Other",53.9666666666667,-136.923918252729,0.0434189104520876,0.0375183840221171,1457.1,-3696.94579282369,1
"C27H26O17",621.1098264,27,26,17,0,0,0,0,0,"CHO","Lignin",622.1171029,-0.166375665,-1,0,0.351351351,15,-2,-2,51.85555556,620.4162897,0.583710332,0.296296296,0.62962963,0.962962963,0,0,NA,"Lignin","Lignin","Other",51.8555555555556,-136.075485411602,0.0435775284365059,0.0379357427819877,1400.1,-3674.03810611325,1
"C27H26O18",637.1045624,27,26,18,0,0,0,0,0,"CHO","Tannin",638.1118389,0.117818982,-1,0,0.333333333,15,-3,-3,49.74444444,636.3931657,0.606834262,0.37037037,0.666666667,0.962962963,0,0,NA,"Tannin","Tannin","Other",49.7444444444444,-135.227052570474,0.0437170712733873,0.0383592485768094,1343.1,-3651.1304194028,1
"C27H26O19",653.0994335,27,26,19,0,0,0,0,0,"CHO","Tannin",654.10671,0.181410196,-1,0,0.314285714,15,-4,-4,47.63333333,652.3701769,0.629823136,0.444444444,0.703703704,0.962962963,0,0,NA,"Tannin","Tannin","Other",47.6333333333333,-134.378619729347,0.0442268738097058,0.0387887426860578,1286.1,-3628.22273269236,1
"C27H26O6NS2P",554.0865145,27,26,6,1,0,2,1,0,"CHONSP","Lignin",555.093791,0.224268256,-1,0.352941176,0.45,16,10,6,72.96666667,553.4678166,0.532183446,-0.444444444,0.222222222,0.962962963,0.037037037,0.037037037,1,"Other","Lignin","Phytochemical",72.9666666666667,-148.999129751236,0.035344284370967,0.031417930993344,1970.1,-4022.97650328336,1
"C27H26O8S2",541.0992315,27,26,8,0,0,2,0,0,"CHOS","Lignin",542.106508,0.74009625,-1,0.294117647,0.428571429,15,7,5,66.63333333,540.4950353,0.504964722,-0.222222222,0.296296296,0.962962963,0,0,NA,"Lignin","Lignin","Other",66.6333333333333,-144.974059251734,0.0411256266106427,0.0345217061940646,1799.1,-3914.29959979681,1
"C27H28O10",511.1611769,27,28,10,0,0,0,0,0,"CHO","Lignin",512.1684534,-0.402717452,-1,0.235294118,0.409090909,14,4,4,68.74444444,510.5904098,0.409590225,-0.296296296,0.37037037,1.037037037,0,0,NA,"Lignin","Lignin","Other",68.7444444444445,-142.862948140622,0.0375478804968699,0.0339445984128546,1856.1,-3857.2995997968,1
"C27H28O11",527.1558917,27,28,11,0,0,0,0,0,"CHO","Lignin",528.1631682,-0.012213353,-1,0.1875,0.395348837,14,3,3,66.63333333,526.5672647,0.432735252,-0.222222222,0.407407407,1.037037037,0,0,NA,"Lignin","Lignin","Other",66.6333333333333,-142.014515299495,0.0411256266106427,0.0349526001460309,1799.1,-3834.39191308636,1
"C27H28O12",543.1507543,27,28,12,0,0,0,0,0,"CHO","Lignin",544.1580308,0.083714482,-1,0.133333333,0.380952381,14,2,2,64.52222222,542.5442674,0.455732641,-0.148148148,0.444444444,1.037037037,0,0,NA,"Lignin","Lignin","Other",64.5222222222222,-141.166082458367,0.0424123128206302,0.0355266803548582,1742.1,-3811.48422637592,2
"C27H28O13",559.1456819,27,28,13,0,0,0,0,0,"CHO","Lignin",560.1529584,0.058197355,-1,0.071428571,0.365853659,14,1,1,62.41111111,558.5213349,0.478665144,-0.074074074,0.481481481,1.037037037,0,0,NA,"Lignin","Lignin","Other",62.4111111111111,-140.31764961724,0.0426362803995653,0.0359122201925153,1685.1,-3788.57653966547,1
"C27H28O14",575.1407714,27,28,14,0,0,0,0,0,"CHO","Lignin",576.1480478,-0.24683282,-1,0,0.35,14,0,0,60.3,574.498564,0.50143597,0,0.518518519,1.037037037,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0428504764964613,0.036304171314549,1628.1,-3765.66885295503,1
"C27H28O15",591.135742,27,28,15,0,0,0,0,0,"CHO","Lignin",592.1430184,-0.334731503,-1,0,0.333333333,14,-1,-1,58.18888889,590.4756745,0.524325478,0.074074074,0.555555556,1.037037037,0,0,NA,"Lignin","Lignin","Other",58.1888888888889,-138.620783934984,0.0430534381569327,0.0367025345352209,1571.1,-3742.76116624458,1
"C27H28O16",607.1304892,27,28,16,0,0,0,0,0,"CHO","Lignin",608.1377657,-0.050662768,-1,0,0.315789474,14,-2,-2,56.07777778,606.4525619,0.547438133,0.148148148,0.592592593,1.037037037,0,0,NA,"Lignin","Lignin","Other",56.0777777777778,-137.772351093857,0.0432435277512856,0.0371072881657167,1514.1,-3719.85347953414,1
"C27H28O17",623.1255649,27,28,17,0,0,0,0,0,"CHO","Lignin",624.1328413,-0.307378045,-1,0,0.297297297,14,-3,-3,53.96666667,622.4297773,0.57022272,0.222222222,0.62962963,1.037037037,0,0,NA,"Lignin","Lignin","Other",53.9666666666667,-136.923918252729,0.0434189104520876,0.0375183840221171,1457.1,-3696.94579282369,1
"C27H28O18",639.1200807,27,28,18,0,0,0,0,0,"CHO","Tannin",640.1273571,0.323304751,-1,0,0.277777778,14,-4,-4,51.85555556,638.4064335,0.593566518,0.296296296,0.666666667,1.037037037,0,0,NA,"Tannin","Tannin","Other",51.8555555555556,-136.075485411602,0.0435775284365059,0.0379357427819877,1400.1,-3674.03810611325,2
"C27H28O19",655.1148847,27,28,19,0,0,0,0,0,"CHO","Tannin",656.1221611,0.484056829,-1,0,0.257142857,14,-5,-5,49.74444444,654.3833775,0.616622481,0.37037037,0.703703704,1.037037037,0,0,NA,"Tannin","Tannin","Other",49.7444444444444,-135.227052570474,0.0437170712733873,0.0383592485768094,1343.1,-3651.1304194028,2
"C27H28O9",495.1660626,27,28,9,0,0,0,0,0,"CHO","Lignin",496.1733391,-0.013247562,4,0.277777778,0.422222222,14,5,5,70.85555556,494.6131558,0.386844245,-0.37037037,0.333333333,1.037037037,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-143.71138098175,0.0364295621911707,0.032964435045663,1913.1,-3880.20728650725,2
"C27H29O14N",590.1514739,27,29,14,1,0,0,0,0,"CHON","Lignin",591.1587503,0.091888014,-1,0,0.315789474,14,0,-1,58.18888889,589.4925055,0.50749455,0.074074074,0.518518519,1.074074074,0.037037037,0,NA,"Lignin","Lignin","Other",58.1888888888889,-137.141011958865,0.0430534381569327,0.0369469517936404,1571.1,-3702.80732288936,2
"C27H30O10",513.1764786,27,30,10,0,0,0,0,0,"CHO","Lignin",514.1837551,0.276408387,-1,0.176470588,0.363636364,13,3,3,70.85555556,512.6034612,0.396538848,-0.37037037,0.37037037,1.111111111,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-143.71138098175,0.0364295621911707,0.032964435045663,1913.1,-3880.20728650725,2
"C27H30O11",529.1714748,27,30,11,0,0,0,0,0,"CHO","Lignin",530.1787512,0.114240792,-1,0.125,0.348837209,13,2,2,68.74444444,528.5805972,0.419402825,-0.296296296,0.407407407,1.111111111,0,0,NA,"Lignin","Lignin","Other",68.7444444444445,-142.862948140622,0.0375478804968699,0.0339445984128546,1856.1,-3857.2995997968,2
"C27H30O12",545.1664409,27,30,12,0,0,0,0,0,"CHO","Lignin",546.1737174,0.016499943,-1,0.066666667,0.333333333,13,1,1,66.63333333,544.5577032,0.442296769,-0.222222222,0.444444444,1.111111111,0,0,NA,"Lignin","Lignin","Other",66.6333333333333,-142.014515299495,0.0411256266106427,0.0349526001460309,1799.1,-3834.39191308636,2
"C27H30O13",561.1611805,27,30,13,0,0,0,0,0,"CHO","Lignin",562.168457,0.327415848,-1,0,0.317073171,13,0,0,64.52222222,560.5345829,0.465417067,-0.148148148,0.481481481,1.111111111,0,0,NA,"Lignin","Lignin","Other",64.5222222222222,-141.166082458367,0.0424123128206302,0.0355266803548582,1742.1,-3811.48422637592,2
"C27H30O14",577.1563035,27,30,14,0,0,0,0,0,"CHO","Lignin",578.16358,-0.04199799,-1,0,0.3,13,-1,-1,62.41111111,576.5118456,0.488154397,-0.074074074,0.518518519,1.111111111,0,0,NA,"Lignin","Lignin","Other",62.4111111111111,-140.31764961724,0.0426362803995653,0.0359122201925153,1685.1,-3788.57653966547,2
"C27H30O15",593.1511079,27,30,15,0,0,0,0,0,"CHO","Lignin",594.1583844,0.14461501,-1,0,0.282051282,13,-2,-2,60.3,592.4887901,0.511209923,0,0.555555556,1.111111111,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0428504764964613,0.0363041713145491,1628.1,-3765.66885295503,2
"C27H30O16",609.1459321,27,30,16,0,0,0,0,0,"CHO","Lignin",610.1532086,0.288947011,-1,0,0.263157895,13,-3,-3,58.18888889,608.4657544,0.534245642,0.074074074,0.592592593,1.111111111,0,0,NA,"Lignin","Lignin","Other",58.1888888888889,-138.620783934984,0.0430534381569327,0.0367025345352209,1571.1,-3742.76116624458,2
"C27H30O17",625.1408979,27,30,17,0,0,0,0,0,"CHO","Lignin",626.1481743,0.199969453,-1,0,0.243243243,13,-4,-4,56.07777778,624.44286,0.55714005,0.148148148,0.62962963,1.111111111,0,0,NA,"Lignin","Lignin","Other",56.0777777777778,-137.772351093857,0.0432435277512856,0.0371072881657167,1514.1,-3719.85347953414,2
"C27H30O18",641.1358442,27,30,18,0,0,0,0,0,"CHO","Tannin",642.1431207,0.145568368,-1,0,0.222222222,13,-5,-5,53.96666667,640.4199462,0.580053793,0.222222222,0.666666667,1.111111111,0,0,NA,"Tannin","Tannin","Other",53.9666666666667,-136.923918252729,0.0434189104520876,0.0375183840221171,1457.1,-3696.94579282369,1
"C27H30O9",497.1816335,27,30,9,0,0,0,0,0,"CHO","Lignin",498.18891,0.145672117,3,0.222222222,0.377777778,13,4,4,72.96666667,496.6264761,0.373523931,-0.444444444,0.333333333,1.111111111,0,0,NA,"Lignin","Lignin","Other",72.9666666666667,-144.559813822878,0.0353442843709671,0.0320109725181441,1970.1,-3903.1149732177,2
"C27H31O11N",544.182406,27,31,11,1,0,0,0,0,"CHON","Lignin",545.1896825,0.052058224,-1,0.066666667,0.317073171,13,2,1,66.63333333,543.5747671,0.425232941,-0.222222222,0.407407407,1.148148148,0.037037037,0,NA,"Lignin","Lignin","Other",66.6333333333333,-140.534743323375,0.0411256266106427,0.0352350107559602,1799.1,-3794.43806973114,2
"C27H31O12N",560.1768974,27,31,12,1,0,0,0,0,"CHON","Lignin",561.1841738,0.804774885,-1,0,0.3,13,1,0,64.52222222,559.5513988,0.448601156,-0.148148148,0.444444444,1.148148148,0.037037037,0,NA,"Lignin","Lignin","Other",64.5222222222222,-139.686310482248,0.0424123128206302,0.0361346596865911,1742.1,-3771.53038302069,2
"C27H32O10",515.1921599,27,32,10,0,0,0,0,0,"CHO","Lignin",516.1994364,0.214830533,-1,0.117647059,0.318181818,12,2,2,72.96666667,514.6168917,0.383108282,-0.444444444,0.37037037,1.185185185,0,0,NA,"Lignin","Lignin","Other",72.9666666666667,-144.559813822878,0.035344284370967,0.0320109725181441,1970.1,-3903.1149732177,2
"C27H32O11",531.1871077,27,32,11,0,0,0,0,0,"CHO","Lignin",532.1943842,0.145920403,-1,0.0625,0.302325581,12,1,1,70.85555556,530.5939795,0.406020525,-0.37037037,0.407407407,1.185185185,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-143.71138098175,0.0364295621911707,0.032964435045663,1913.1,-3880.20728650725,2
"C27H32O12",547.1822164,27,32,12,0,0,0,0,0,"CHO","Lignin",548.1894929,-0.212275086,-1,0,0.285714286,12,0,0,68.74444444,546.5712278,0.428772159,-0.296296296,0.444444444,1.185185185,0,0,NA,"Lignin","Lignin","Other",68.7444444444445,-142.862948140622,0.0375478804968699,0.0339445984128546,1856.1,-3857.2995997968,1
"C27H32O13",563.1771352,27,32,13,0,0,0,0,0,"CHO","Lignin",564.1844117,-0.213753655,-1,0,0.268292683,12,-1,-1,66.63333333,562.5482866,0.451713376,-0.222222222,0.481481481,1.185185185,0,0,NA,"Lignin","Lignin","Other",66.6333333333333,-142.014515299495,0.0411256266106427,0.0349526001460309,1799.1,-3834.39191308636,2
"C27H32O14",579.1719274,27,32,14,0,0,0,0,0,"CHO","Lignin",580.1792039,0.003196282,-1,0,0.25,12,-2,-2,64.52222222,578.5252189,0.474781133,-0.148148148,0.518518519,1.185185185,0,0,NA,"Lignin","Lignin","Other",64.5222222222222,-141.166082458367,0.0424123128206302,0.0355266803548582,1742.1,-3811.48422637592,2
"C27H32O15",595.1667494,27,32,15,0,0,0,0,0,"CHO","Lignin",596.1740258,0.158559494,-1,0,0.230769231,12,-3,-3,62.41111111,594.5021809,0.497819147,-0.074074074,0.555555556,1.185185185,0,0,NA,"Lignin","Lignin","Other",62.4111111111111,-140.31764961724,0.0426362803995653,0.0359122201925153,1685.1,-3788.57653966547,2
"C27H32O16",611.1618722,27,32,16,0,0,0,0,0,"CHO","Lignin",612.1691487,-0.185739436,-1,0,0.210526316,12,-4,-4,60.3,610.4794434,0.520556589,0,0.592592593,1.185185185,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0428504764964613,0.036304171314549,1628.1,-3765.66885295503,1
"C27H32O17",627.1564046,27,32,17,0,0,0,0,0,"CHO","Lignin",628.1636811,0.427495034,-1,0,0.189189189,12,-5,-5,58.18888889,626.4561162,0.543883845,0.074074074,0.62962963,1.185185185,0,0,NA,"Lignin","Lignin","Other",58.1888888888889,-138.620783934984,0.0430534381569327,0.0367025345352209,1571.1,-3742.76116624458,2
"C27H32O18",643.1514416,27,32,18,0,0,0,0,0,"CHO","Tannin",644.1587181,0.226889535,-1,0,0.166666667,12,-6,-6,56.07777778,642.433293,0.56670704,0.148148148,0.666666667,1.185185185,0,0,NA,"Tannin","Tannin","Other",56.0777777777778,-137.772351093857,0.0432435277512856,0.0371072881657167,1514.1,-3719.85347953414,2
"C27H32O19",659.1460548,27,32,19,0,0,0,0,0,"CHO","Tannin",660.1533313,0.677925868,-1,0,0.142857143,12,-7,-7,53.96666667,658.4100465,0.589953528,0.222222222,0.703703704,1.185185185,0,0,NA,"Tannin","Tannin","Other",53.9666666666667,-136.923918252729,0.0434189104520876,0.0375183840221171,1457.1,-3696.94579282369,2
"C27H32O8",483.2022774,27,32,8,0,0,0,0,0,"CHO","Lignin",484.2095538,0.33907859,2,0.210526316,0.347826087,12,4,4,77.18888889,482.6627294,0.337270628,-0.592592593,0.296296296,1.185185185,0,0,NA,"Lignin","Lignin","Other",77.1888888888889,-146.256679505133,0.0332671612201138,0.0301799015353065,2084.1,-3948.93034663858,2
"C27H32O9",499.1973555,27,32,9,0,0,0,0,0,"CHO","Lignin",500.204632,0.001231104,-1,0.166666667,0.333333333,12,3,3,75.07777778,498.6399473,0.360052683,-0.518518519,0.333333333,1.185185185,0,0,NA,"Lignin","Lignin","Other",75.0777777777778,-145.408246664005,0.0342906040904541,0.0310831344463836,2027.1,-3926.02265992814,2
"C27H33O11N",546.1979059,27,33,11,1,0,0,0,0,"CHON","Lignin",547.2051824,0.326200147,-1,0,0.268292683,12,1,0,68.74444444,545.5880165,0.411983519,-0.296296296,0.407407407,1.222222222,0.037037037,0,NA,"Lignin","Lignin","Other",68.7444444444445,-141.383176164503,0.0375478804968699,0.034155942881752,1856.1,-3817.34575644158,2
"C27H33O12N",562.1929231,27,33,12,1,0,0,0,0,"CHON","Lignin",563.2001996,0.134833663,-1,0,0.25,12,0,-1,66.63333333,561.5651735,0.434826516,-0.222222222,0.444444444,1.222222222,0.037037037,0,NA,"Lignin","Lignin","Other",66.6333333333333,-140.534743323375,0.0411256266106427,0.0352350107559602,1799.1,-3794.43806973114,2
"C27H33O12P",579.1638659,27,33,12,0,0,0,1,0,"CHOP","Lignin",580.1711424,-0.309156819,-1,0,0.25,12,0,-1,75.07777778,578.5171664,0.482833615,-0.518518519,0.444444444,1.222222222,0,0.037037037,0,"Lignin","Lignin","Phytochemical",75.0777777777778,-148.367790616244,0.0342906040904541,0.0306971928057349,2027.1,-4005.93034663859,1
"C27H33O13N",578.1880361,27,33,13,1,0,0,0,0,"CHON","Lignin",579.1953125,-0.211313921,-1,0,0.230769231,12,-1,-2,64.52222222,577.5424262,0.457573849,-0.148148148,0.481481481,1.222222222,0.037037037,0,NA,"Lignin","Lignin","Other",64.5222222222222,-139.686310482248,0.0424123128206302,0.0361346596865911,1742.1,-3771.53038302069,1
"C27H33O13P",595.1586398,27,33,13,0,0,0,1,0,"CHOP","Lignin",596.1659163,-0.06478099,-1,0,0.230769231,12,-1,-2,72.96666667,594.4940804,0.505919644,-0.444444444,0.481481481,1.222222222,0,0.037037037,0,"Lignin","Lignin","Phytochemical",72.9666666666667,-147.519357775116,0.0353442843709671,0.0316144763557402,1970.1,-3983.02265992814,2
"C27H33O14N",594.1827295,27,33,14,1,0,0,0,0,"CHON","Lignin",595.190006,0.165955998,-1,0,0.210526316,12,-2,-3,62.41111111,593.5192598,0.480740212,-0.074074074,0.518518519,1.222222222,0.037037037,0,NA,"Lignin","Lignin","Other",62.4111111111111,-138.83787764112,0.0426362803995653,0.0361425351367149,1685.1,-3748.62269631025,1
"C27H33O14P",611.1535191,27,33,14,0,0,0,1,0,"CHOP","Lignin",612.1607956,-0.005346925,-1,0,0.210526316,12,-2,-3,70.85555556,610.4710996,0.528900394,-0.37037037,0.518518519,1.222222222,0,0.037037037,0,"Lignin","Lignin","Phytochemical",70.8555555555556,-146.670924933989,0.0364295621911707,0.0325569454060652,1913.1,-3960.1149732177,2
"C27H34O10",517.2079237,27,34,10,0,0,0,0,0,"CHO","Lignin",518.2152001,-0.005415657,-1,0.058823529,0.272727273,11,1,1,75.07777778,516.6304047,0.369595336,-0.518518519,0.37037037,1.259259259,0,0,NA,"Lignin","Lignin","Other",75.0777777777778,-145.408246664005,0.0342906040904541,0.0310831344463836,2027.1,-3926.02265992814,2
"C27H34O11",533.2027587,27,34,11,0,0,0,0,0,"CHO","Lignin",534.2100352,0.143676552,-1,0,0.255813953,11,0,0,72.96666667,532.6073798,0.39262025,-0.444444444,0.407407407,1.259259259,0,0,NA,"Lignin","Lignin","Other",72.9666666666667,-144.559813822878,0.0353442843709671,0.0320109725181441,1970.1,-3903.1149732177,2
"C27H34O12",549.1977663,27,34,12,0,0,0,0,0,"CHO","Lignin",550.2050427,-0.029413344,-1,0,0.238095238,11,-1,-1,70.85555556,548.5845271,0.415472859,-0.37037037,0.444444444,1.259259259,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-143.71138098175,0.0364295621911707,0.032964435045663,1913.1,-3880.20728650725,2
"C27H34O13S2",629.1365875,27,34,13,0,0,2,0,0,"CHOS","Lignin",630.1438639,0.346969139,-1,0,0.135135135,11,-2,-4,64.52222222,628.4340879,0.565912083,-0.148148148,0.481481481,1.259259259,0,0,NA,"Lignin","Lignin","Other",64.5222222222222,-144.125626410606,0.0424123128206302,0.0350833207700313,1742.1,-3891.39191308636,1
"C27H34O14",581.1875335,27,34,14,0,0,0,0,0,"CHO","Lignin",582.1948099,0.078804468,-1,0,0.2,11,-3,-3,66.63333333,580.5385743,0.461425738,-0.222222222,0.518518519,1.259259259,0,0,NA,"Lignin","Lignin","Other",66.6333333333333,-142.014515299495,0.0411256266106427,0.0349526001460309,1799.1,-3834.39191308636,2
"C27H34O15",597.1824999,27,34,15,0,0,0,0,0,"CHO","Lignin",598.1897764,-0.009993393,-1,0,0.179487179,11,-4,-4,64.52222222,596.5156806,0.48431938,-0.148148148,0.555555556,1.259259259,0,0,NA,"Lignin","Lignin","Other",64.5222222222222,-141.166082458367,0.0424123128206302,0.0355266803548582,1742.1,-3811.48422637592,2
"C27H34O16",613.176999,27,34,16,0,0,0,0,0,"CHO","Lignin",614.1842754,0.666900233,-1,0,0.157894737,11,-5,-5,62.41111111,612.4923201,0.507679936,-0.074074074,0.592592593,1.259259259,0,0,NA,"Lignin","Lignin","Other",62.4111111111111,-140.31764961724,0.0426362803995654,0.0359122201925153,1685.1,-3788.57653966547,2
"C27H34O17",629.1720265,27,34,17,0,0,0,0,0,"CHO","Lignin",630.179303,0.470749996,-1,0,0.135135135,11,-6,-6,60.3,628.4694874,0.530512562,0,0.62962963,1.259259259,0,0,NA,"Lignin","Lignin","Other",60.3,-139.469216776112,0.0428504764964613,0.0363041713145491,1628.1,-3765.66885295503,1
"C27H34O2NS2P",498.1698072,27,34,2,1,0,2,1,0,"CHONSP","UnsatHC",499.1770836,-0.4535764,4,0.285714286,0.318181818,12,10,6,89.85555556,497.6135463,0.386453678,-1.037037037,0.074074074,1.259259259,0.037037037,0.037037037,1,"Unsat Hydrocarbon","Unsat Hydrocarbon","Phytochemical",89.8555555555556,-155.786592480256,0.0276943786501422,0.0247438095245466,2426.1,-4206.23799696692,1
"C27H34O8",485.2179932,27,34,8,0,0,0,0,0,"CHO","Lignin",486.2252697,0.202325894,2,0.157894737,0.304347826,11,3,3,79.3,484.6761945,0.323805521,-0.666666667,0.296296296,1.259259259,0,0,NA,"Lignin","Lignin","Other",79.3,-147.10511234626,0.0322726725893224,0.0293003078433844,2141.1,-3971.83803334903,2
"C27H34O9",501.2130646,27,34,9,0,0,0,0,0,"CHO","Lignin",502.220341,-0.116190085,-1,0.111111111,0.288888889,11,2,2,77.18888889,500.6534056,0.346594409,-0.592592593,0.333333333,1.259259259,0,0,NA,"Lignin","Lignin","Other",77.1888888888889,-146.256679505133,0.0332671612201138,0.0301799015353065,2084.1,-3948.93034663858,2
"C27H35O10P",549.1896683,27,35,10,0,0,0,1,0,"CHOP","Lignin",550.1969448,-0.2924594,-1,0,0.238095238,11,1,0,81.41111111,548.5764382,0.423561792,-0.740740741,0.37037037,1.296296296,0,0.037037037,0,"Lignin","Lignin","Phytochemical",81.4111111111111,-150.913089139627,0.031305926619159,0.0280867487892674,2198.1,-4074.65340676992,1
"C27H35O11P",565.1844084,27,35,11,0,0,0,1,0,"CHOP","Lignin",566.1916849,0.024000503,-1,0,0.219512195,11,0,-1,79.3,564.5533185,0.446681539,-0.666666667,0.407407407,1.296296296,0,0.037037037,0,"Lignin","Lignin","Phytochemical",79.3,-150.064656298499,0.0322726725893224,0.0289342491330928,2141.1,-4051.74572005947,1
"C27H35O12N",564.2087337,27,35,12,1,0,0,0,0,"CHON","Lignin",565.2160102,-0.149707248,-1,0,0.2,11,-1,-2,68.74444444,563.5787332,0.421266769,-0.296296296,0.444444444,1.296296296,0.037037037,0,NA,"Lignin","Lignin","Other",68.7444444444445,-141.383176164503,0.0375478804968699,0.034155942881752,1856.1,-3817.34575644158,1
"C27H35O13N",580.2033144,27,35,13,1,0,0,0,0,"CHON","Lignin",581.2105909,0.429027474,-1,0,0.179487179,11,-2,-3,66.63333333,579.5554542,0.44454581,-0.222222222,0.481481481,1.296296296,0.037037037,0,NA,"Lignin","Lignin","Other",66.6333333333333,-140.534743323375,0.0411256266106427,0.0352350107559602,1799.1,-3794.43806973114,2
"C27H35O13P",597.1743002,27,35,13,0,0,0,1,0,"CHOP","Lignin",598.1815767,-0.081857056,-1,0,0.179487179,11,-2,-3,75.07777778,596.5074901,0.492509939,-0.518518519,0.481481481,1.296296296,0,0.037037037,0,"Lignin","Lignin","Phytochemical",75.0777777777778,-148.367790616244,0.0342906040904541,0.0306971928057349,2027.1,-4005.93034663859,1
"C27H35O14P",613.1692294,27,35,14,0,0,0,1,0,"CHOP","Lignin",614.1765059,-0.103504547,-1,0,0.157894737,11,-3,-4,72.96666667,612.4845592,0.515440793,-0.444444444,0.518518519,1.296296296,0,0.037037037,0,"Lignin","Lignin","Phytochemical",72.9666666666667,-147.519357775116,0.035344284370967,0.0316144763557402,1970.1,-3983.02265992814,1
"C27H35O9P",533.1947853,27,35,9,0,0,0,1,0,"CHOP","Lignin",534.2020617,-0.360350284,-1,0.058823529,0.255813953,11,2,1,83.52222222,532.5994152,0.400584795,-0.814814815,0.333333333,1.296296296,0,0.037037037,0,"Lignin","Lignin","Phytochemical",83.5222222222222,-151.761521980754,0.0303657783982102,0.0272607470948566,2255.1,-4097.56109348036,1
"C27H36O10",519.2236508,27,36,10,0,0,0,0,0,"CHO","Lignin",520.2309272,-0.153471548,-1,0,0.227272727,10,0,0,77.18888889,518.643881,0.356119017,-0.592592593,0.37037037,1.333333333,0,0,NA,"Lignin","Lignin","Other",77.1888888888889,-146.256679505133,0.0332671612201138,0.0301799015353065,2084.1,-3948.93034663858,2
"C27H36O11S2",599.1622873,27,36,11,0,0,2,0,0,"CHOS","Lignin",600.1695638,0.565790316,-1,0,0.128205128,10,-1,-3,70.85555556,598.4932574,0.506742621,-0.37037037,0.407407407,1.333333333,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-146.670924933989,0.0364295621911707,0.0325569454060652,1913.1,-3960.1149732177,1
"C27H36O12",551.2133063,27,36,12,0,0,0,0,0,"CHO","Lignin",552.2205828,0.169923421,-1,0,0.19047619,10,-2,-2,72.96666667,550.5978166,0.402183383,-0.444444444,0.444444444,1.333333333,0,0,NA,"Lignin","Lignin","Other",72.9666666666667,-144.559813822878,0.0353442843709671,0.0320109725181441,1970.1,-3903.1149732177,2
"C27H36O13",567.2083955,27,36,13,0,0,0,0,0,"CHO","Lignin",568.2156719,-0.141981544,-1,0,0.170731707,10,-3,-3,70.85555556,566.5750455,0.424954509,-0.37037037,0.481481481,1.333333333,0,0,NA,"Lignin","Lignin","Other",70.8555555555556,-143.71138098175,0.0364295621911707,0.032964435045663,1913.1,-3880.20728650725,2
"C27H36O14",583.2032587,27,36,14,0,0,0,0,0,"CHO","Lignin",584.2105352,-0.050214623,-1,0,0.15,10,-4,-4,68.74444444,582.5520488,0.447951235,-0.296296296,0.518518519,1.333333333,0,0,NA,"Lignin","Lignin","Other",68.7444444444445,-142.862948140622,0.0375478804968699,0.0339445984128546,1856.1,-3857.2995997968,2
